lcl|TRINITY_DN9779_c0_g1_i4:2660-2860	Q8BIW1.1	52.941	53.1	6.50e-09
lcl|TRINITY_DN9779_c0_g1_i4:c2837-3	Q6AYG3.1	37.534	224	1.85e-63
lcl|TRINITY_DN9779_c0_g1_i6:2660-2803	Q8BIW1.1	56.098	53.1	3.11e-09
lcl|TRINITY_DN9779_c0_g1_i6:c2741-3	Q6AYG3.1	37.243	213	1.53e-59
lcl|TRINITY_DN9739_c6_g1_i2:90-251	Q8TF32.2	53.659	50.8	2.64e-08
lcl|TRINITY_DN9742_c0_g1_i1:16-162	Q8VC42.1	62.857	58.5	4.05e-11
lcl|TRINITY_DN9742_c0_g1_i1:c501-52	Q8VC42.1	58.824	157	1.42e-44
lcl|TRINITY_DN9742_c0_g1_i1:c254-42	Q8VC42.1	55.224	82.8	2.54e-19
lcl|TRINITY_DN9742_c0_g1_i2:458-670	Q96DM3.2	63.158	54.7	2.20e-09
lcl|TRINITY_DN9742_c0_g1_i2:c2537-534	Q96DM3.2	54.878	706	0.0
lcl|TRINITY_DN9742_c0_g1_i2:c823-500	Q96DM3.2	64.045	120	5.90e-32
lcl|TRINITY_DN9778_c0_g1_i1:150-2567	Q6PHU5.1	35.256	444	6.22e-143
lcl|TRINITY_DN9778_c0_g1_i3:150-2567	Q6PHU5.1	35.256	444	6.22e-143
lcl|TRINITY_DN9778_c0_g1_i4:150-2543	Q6PHU5.1	36.732	443	1.68e-142
lcl|TRINITY_DN9778_c1_g2_i1:137-1543	Q6GNT7.1	49.558	377	5.96e-123
lcl|TRINITY_DN9778_c1_g2_i4:145-2319	Q6GNT7.1	41.393	448	7.75e-147
lcl|TRINITY_DN9778_c1_g2_i5:145-2319	Q6GNT7.1	41.393	448	7.75e-147
lcl|TRINITY_DN9778_c1_g2_i7:145-2010	Q6GNT7.1	39.206	353	2.86e-111
lcl|TRINITY_DN9778_c1_g2_i8:3-1214	Q6GNT7.1	46.114	273	7.49e-84
lcl|TRINITY_DN9783_c0_g1_i2:c806-78	Q9W5N0.1	39.286	152	3.85e-44
lcl|TRINITY_DN9783_c0_g1_i3:476-793	Q9W5N0.1	53.333	68.9	3.41e-14
lcl|TRINITY_DN9783_c0_g1_i3:c632-78	Q9W5N0.1	38.565	147	3.98e-43
lcl|TRINITY_DN9783_c0_g1_i4:476-766	Q9W5N0.1	60.494	110	3.45e-30
lcl|TRINITY_DN9783_c0_g1_i4:c743-78	Q9W5N0.1	41.538	195	3.46e-61
lcl|TRINITY_DN9747_c0_g2_i1:272-2536	O88327.1	43.953	544	0.0
lcl|TRINITY_DN9747_c0_g2_i2:105-2462	O88327.1	44.828	572	0.0
lcl|TRINITY_DN9747_c0_g2_i2:c221-54	O88327.1	80.000	46.6	9.87e-07
lcl|TRINITY_DN9747_c0_g2_i3:105-1058	O88327.1	54.307	288	1.19e-90
lcl|TRINITY_DN9747_c0_g2_i3:c221-54	O88327.1	80.000	46.6	9.87e-07
lcl|TRINITY_DN9747_c0_g3_i1:c1670-264	Q8TCT0.1	45.387	341	3.80e-111
lcl|TRINITY_DN9747_c0_g3_i2:c1675-29	Q8TCT0.1	46.263	385	5.64e-127
lcl|TRINITY_DN9747_c0_g3_i3:c130-2	Q6USK2.1	61.290	51.2	1.07e-08
lcl|TRINITY_DN9747_c0_g3_i3:c1031-33	Q8TCT0.1	46.403	235	4.27e-72
lcl|TRINITY_DN9747_c1_g1_i2:88-1080	Q6DHI5.1	68.750	391	3.82e-136
lcl|TRINITY_DN9747_c1_g1_i3:88-1035	Q6DHI5.1	69.963	422	9.18e-149
lcl|TRINITY_DN9780_c0_g1_i3:174-947	Q9NQZ8.1	41.150	192	4.46e-57
lcl|TRINITY_DN9780_c1_g1_i2:999-1184	P51521.2	57.143	67.4	5.74e-14
lcl|TRINITY_DN9780_c1_g1_i2:c1172-3	Q14590.3	50.129	375	3.71e-123
lcl|TRINITY_DN9780_c1_g1_i3:673-858	P51521.2	57.143	67.4	5.74e-14
lcl|TRINITY_DN9780_c1_g1_i3:411-587	P17025.2	64.286	44.3	2.33e-08
lcl|TRINITY_DN9780_c1_g1_i3:411-587	P17025.2	47.222	33.1	2.33e-08
lcl|TRINITY_DN9780_c1_g1_i3:c575-3	Q8NDW4.1	53.143	168	2.00e-48
lcl|TRINITY_DN9780_c1_g1_i3:c846-445	P07247.2	51.456	122	2.41e-32
lcl|TRINITY_DN9755_c2_g1_i2:c307-2	P03365.3	32.836	48.9	8.69e-07
lcl|TRINITY_DN9786_c0_g1_i1:c317-3	Q16994.1	38.000	54.7	6.89e-09
lcl|TRINITY_DN9786_c0_g1_i2:7-342	Q16994.1	39.216	64.3	3.67e-12
lcl|TRINITY_DN9786_c0_g1_i2:c335-3	Q16994.1	39.000	61.6	3.42e-11
lcl|TRINITY_DN9768_c0_g2_i1:c234-103	Q7L0X2.1	67.742	50.1	3.04e-08
lcl|TRINITY_DN9741_c0_g2_i1:c137-3	Q53H47.2	45.455	47.8	2.29e-07
lcl|TRINITY_DN36184_c1_g1_i1:57-929	Q6GLT8.1	53.952	332	3.28e-113
lcl|TRINITY_DN36184_c1_g1_i2:36-326	Q6GLT8.1	66.265	114	3.62e-31
lcl|TRINITY_DN36220_c0_g1_i2:c2425-242	O00429.2	65.298	980	0.0
lcl|TRINITY_DN36220_c0_g1_i3:c2231-240	Q7SXN5.1	69.452	969	0.0
lcl|TRINITY_DN36220_c0_g1_i4:c2233-242	Q7SXN5.1	69.452	969	0.0
lcl|TRINITY_DN36220_c0_g1_i5:c1707-1	O00429.2	66.540	722	0.0
lcl|TRINITY_DN36220_c0_g1_i6:c2423-240	O00429.2	65.298	980	0.0
lcl|TRINITY_DN36153_c2_g1_i1:38-550	Q8TF32.2	60.234	222	4.44e-69
lcl|TRINITY_DN36153_c2_g1_i1:c133-2	Q6ZNA1.2	63.636	65.9	7.80e-14
lcl|TRINITY_DN36153_c2_g1_i1:c245-3	Q8TF32.2	65.000	115	1.05e-30
lcl|TRINITY_DN36145_c0_g1_i2:90-1577	P13642.2	70.772	697	0.0
lcl|TRINITY_DN36145_c0_g1_i2:c7112-1764	G5E8P0.1	29.357	308	1.29e-83
lcl|TRINITY_DN36145_c0_g1_i2:c7112-1764	G5E8P0.1	37.791	241	1.47e-62
lcl|TRINITY_DN36145_c0_g1_i3:102-1433	P13642.2	71.897	632	0.0
lcl|TRINITY_DN36145_c0_g1_i3:c7043-1620	G5E8P0.1	29.357	308	1.36e-83
lcl|TRINITY_DN36145_c0_g1_i3:c7043-1620	G5E8P0.1	37.791	241	1.52e-62
lcl|TRINITY_DN36145_c0_g1_i4:136-1578	P13642.2	70.716	673	0.0
lcl|TRINITY_DN36145_c0_g1_i4:c3630-1765	Q96RT7.3	37.572	246	8.62e-69
lcl|TRINITY_DN36145_c0_g2_i1:2-640	Q5ZJL9.2	58.333	249	2.13e-78
lcl|TRINITY_DN36145_c1_g1_i1:c220-113	Q8TF32.2	76.471	57.8	3.40e-11
lcl|TRINITY_DN36145_c1_g2_i1:18-335	Q8TD23.3	49.038	100	8.91e-25
lcl|TRINITY_DN36145_c2_g1_i1:211-324	O43167.2	62.162	55.8	2.14e-10
lcl|TRINITY_DN36145_c2_g1_i3:196-309	O43167.2	62.162	55.8	2.14e-10
lcl|TRINITY_DN36201_c0_g1_i1:c910-494	Q9CWQ2.1	40.909	119	3.84e-34
lcl|TRINITY_DN36201_c0_g1_i2:c700-494	A4FVI0.2	42.188	70.1	4.95e-16
lcl|TRINITY_DN43784_c0_g1_i1:c849-1	Q07496.2	66.197	412	2.75e-136
lcl|TRINITY_DN43784_c0_g1_i2:c885-1	Q07496.2	63.851	405	8.52e-134
lcl|TRINITY_DN43730_c0_g1_i2:333-440	Q6ZNA1.2	74.286	58.2	3.00e-11
lcl|TRINITY_DN43730_c0_g1_i2:c423-1	Q5R5U3.1	63.571	187	1.40e-55
lcl|TRINITY_DN43730_c0_g1_i3:333-440	Q6ZNA1.2	74.286	58.2	3.00e-11
lcl|TRINITY_DN43730_c0_g1_i3:c423-1	P10073.2	57.143	187	6.63e-57
lcl|TRINITY_DN43730_c0_g2_i1:157-252	P0DKX0.1	74.194	54.3	5.37e-10
lcl|TRINITY_DN43730_c0_g2_i1:c143-3	P18146.1	63.830	71.2	1.09e-15
lcl|TRINITY_DN43730_c0_g3_i1:c210-1	Q8TF32.2	60.000	103	1.92e-26
lcl|TRINITY_DN43730_c0_g4_i1:134-301	Q5SXM1.1	75.510	81.6	3.43e-19
lcl|TRINITY_DN43730_c0_g4_i1:c284-3	P10073.2	61.702	130	2.63e-36
lcl|TRINITY_DN43785_c0_g1_i3:377-718	A6NNX1.1	52.703	82.0	1.70e-20
lcl|TRINITY_DN43785_c0_g1_i4:141-332	A6NNX1.1	51.064	54.3	1.71e-10
lcl|TRINITY_DN43785_c0_g1_i4:c234-100	A6NNX1.1	60.976	56.6	9.89e-12
lcl|TRINITY_DN2084_c0_g1_i2:c1233-649	Q9UI14.1	47.826	151	2.13e-45
lcl|TRINITY_DN2014_c0_g1_i1:c6826-5213	Q15750.1	45.040	299	3.76e-94
lcl|TRINITY_DN2014_c0_g1_i1:c4168-68	E1BZR9.1	41.083	451	4.68e-136
lcl|TRINITY_DN2014_c0_g1_i1:c4168-68	E1BZR9.1	43.541	330	5.30e-93
lcl|TRINITY_DN2014_c0_g1_i2:c6799-5213	Q15750.1	45.040	299	2.31e-94
lcl|TRINITY_DN2014_c0_g1_i2:c4168-68	E1BZR9.1	41.083	451	4.68e-136
lcl|TRINITY_DN2014_c0_g1_i2:c4168-68	E1BZR9.1	43.541	330	5.30e-93
lcl|TRINITY_DN2099_c0_g1_i1:204-1346	O01393.1	32.632	202	2.01e-60
lcl|TRINITY_DN2048_c5_g1_i1:134-1351	Q96P53.2	58.168	520	0.0
lcl|TRINITY_DN2048_c5_g1_i1:c343-113	Q96P53.2	60.000	90.9	2.98e-22
lcl|TRINITY_DN2048_c5_g1_i2:134-1351	Q96P53.2	58.168	520	0.0
lcl|TRINITY_DN2048_c5_g1_i2:c343-113	Q96P53.2	60.000	90.9	2.98e-22
lcl|TRINITY_DN2048_c5_g1_i3:134-1075	Q96P53.2	56.333	369	3.21e-126
lcl|TRINITY_DN2048_c5_g1_i3:963-1352	Q8BUB4.2	64.151	161	6.57e-48
lcl|TRINITY_DN2048_c5_g1_i3:c1268-909	Q96P53.2	67.500	129	2.91e-39
lcl|TRINITY_DN2048_c5_g1_i3:c1268-909	Q96P53.2	55.000	52.0	2.91e-39
lcl|TRINITY_DN2048_c5_g1_i3:c343-113	Q96P53.2	60.000	90.9	2.98e-22
lcl|TRINITY_DN2093_c0_g1_i1:1949-2284	P77735.2	40.217	60.8	5.66e-11
lcl|TRINITY_DN2093_c0_g1_i1:c2217-1207	P46336.1	32.063	129	7.59e-34
lcl|TRINITY_DN2095_c0_g1_i1:121-1770	Q54TR1.1	36.314	285	1.79e-88
lcl|TRINITY_DN2069_c0_g1_i1:334-1527	Q15011.1	39.873	107	9.40e-25
lcl|TRINITY_DN2069_c0_g1_i1:334-1527	Q15011.1	43.243	70.9	3.80e-12
lcl|TRINITY_DN2069_c0_g1_i2:761-1954	Q15011.1	39.873	107	9.40e-25
lcl|TRINITY_DN2069_c0_g1_i2:761-1954	Q15011.1	43.243	70.9	3.80e-12
lcl|TRINITY_DN2069_c1_g1_i1:150-2072	Q8VEH5.1	28.455	240	1.49e-69
lcl|TRINITY_DN2069_c1_g1_i2:1154-2215	Q8VEH5.1	26.608	121	4.61e-29
lcl|TRINITY_DN2069_c1_g1_i2:150-1145	A4IFA3.1	32.673	145	1.46e-37
lcl|TRINITY_DN2041_c0_g1_i1:11-1246	Q3ZCF0.1	46.247	344	5.55e-115
lcl|TRINITY_DN2041_c0_g1_i2:11-1246	Q3ZCF0.1	46.247	344	5.55e-115
lcl|TRINITY_DN2041_c2_g1_i1:314-2293	P48506.2	61.563	809	0.0
lcl|TRINITY_DN2041_c2_g1_i3:314-703	Q9W3K5.1	60.504	145	2.17e-40
lcl|TRINITY_DN2011_c0_g1_i1:163-1197	Q8WPW2.2	75.357	439	1.43e-154
lcl|TRINITY_DN2011_c0_g1_i1:c485-150	Q8WPW2.2	75.000	124	8.67e-35
lcl|TRINITY_DN2011_c0_g1_i2:33-791	Q8WPW2.2	75.234	339	6.49e-117
lcl|TRINITY_DN2011_c0_g1_i2:c368-3	Q8WPW2.2	77.477	182	3.45e-57
lcl|TRINITY_DN2060_c2_g1_i1:c3684-1318	C0H906.1	59.649	976	0.0
lcl|TRINITY_DN2031_c0_g1_i2:c1037-123	A1L3G4.1	31.834	135	1.69e-36
lcl|TRINITY_DN2031_c0_g1_i4:c911-123	A1L3G4.1	29.221	72.8	8.85e-14
lcl|TRINITY_DN2031_c0_g1_i4:c955-728	Q3UME2.2	48.077	54.3	3.36e-09
lcl|TRINITY_DN2071_c0_g2_i2:384-2093	Q865S1.2	50.633	237	2.22e-66
lcl|TRINITY_DN2071_c0_g2_i3:53-316	O54774.1	59.091	55.8	1.63e-09
lcl|TRINITY_DN2071_c0_g2_i5:304-594	O14617.1	51.087	90.5	1.68e-21
lcl|TRINITY_DN2071_c0_g2_i5:182-307	Q865S1.2	57.500	52.8	2.64e-09
lcl|TRINITY_DN2071_c0_g2_i6:147-3932	O54774.1	69.811	1140	0.0
lcl|TRINITY_DN2071_c0_g2_i6:147-3932	O54774.1	48.101	231	9.41e-61
lcl|TRINITY_DN2071_c0_g2_i6:c328-140	O14617.1	77.966	98.6	6.16e-25
lcl|TRINITY_DN2071_c0_g2_i7:147-3947	O54774.1	70.047	1151	0.0
lcl|TRINITY_DN2071_c0_g2_i7:147-3947	O54774.1	48.101	231	1.19e-60
lcl|TRINITY_DN2071_c0_g2_i7:c328-140	O14617.1	77.966	98.6	6.16e-25
lcl|TRINITY_DN2058_c0_g1_i1:74-1009	Q9V3H2.1	89.068	580	0.0
lcl|TRINITY_DN2050_c0_g1_i1:34-3834	Q14690.3	52.107	312	7.76e-86
lcl|TRINITY_DN2050_c0_g1_i1:34-3834	Q14690.3	31.769	123	7.61e-27
lcl|TRINITY_DN2050_c0_g1_i1:34-3834	Q14690.3	26.149	90.9	5.52e-17
lcl|TRINITY_DN2050_c0_g1_i1:c3841-3674	A7MB10.1	47.917	55.1	1.00e-09
lcl|TRINITY_DN2086_c0_g1_i1:c1945-983	Q9WVM7.1	27.692	112	1.16e-27
lcl|TRINITY_DN2033_c0_g1_i1:c561-85	Q9D1Q1.1	44.681	100	1.81e-26
lcl|TRINITY_DN2033_c0_g1_i3:c317-15	Q9D1Q1.1	47.727	84.0	1.06e-20
lcl|TRINITY_DN2033_c0_g1_i4:c429-157	Q9D1Q1.1	48.810	82.8	1.68e-20
lcl|TRINITY_DN2074_c0_g1_i10:c3352-149	O95786.2	30.496	309	7.84e-89
lcl|TRINITY_DN2074_c0_g1_i3:c3511-149	O95786.2	30.496	309	1.63e-88
lcl|TRINITY_DN2074_c0_g1_i4:c3470-117	O95786.2	30.496	309	1.21e-88
lcl|TRINITY_DN2074_c0_g1_i9:c3352-149	O95786.2	30.496	309	7.84e-89
lcl|TRINITY_DN2074_c4_g1_i2:54-332	Q6NUQ1.1	44.615	56.2	1.38e-09
lcl|TRINITY_DN2074_c4_g1_i2:c2443-80	Q8BZ36.2	41.762	584	0.0
lcl|TRINITY_DN2061_c0_g1_i3:c337-53	P52732.2	48.913	95.9	1.91e-23
lcl|TRINITY_DN2061_c0_g1_i3:c168-49	Q91783.1	66.667	60.8	3.93e-12
lcl|TRINITY_DN2061_c0_g1_i4:c3247-104	Q91783.1	56.530	633	0.0
lcl|TRINITY_DN2061_c0_g1_i5:c3172-104	Q91783.1	56.530	633	0.0
lcl|TRINITY_DN2061_c0_g1_i6:c3247-104	Q91783.1	56.530	633	0.0
lcl|TRINITY_DN2065_c0_g1_i1:76-309	Q8BVG4.2	66.667	100	2.70e-25
lcl|TRINITY_DN2065_c0_g1_i2:107-2635	Q86TI2.3	47.024	717	0.0
lcl|TRINITY_DN2065_c0_g1_i3:185-2713	Q86TI2.3	47.024	717	0.0
lcl|TRINITY_DN2062_c0_g1_i1:c1374-691	P70428.2	71.429	343	2.14e-113
lcl|TRINITY_DN2062_c0_g1_i10:3316-4116	Q9Y4D2.3	42.248	249	8.38e-75
lcl|TRINITY_DN2062_c0_g1_i10:c3470-3216	Q9Y4D2.3	45.098	62.8	5.89e-12
lcl|TRINITY_DN2062_c0_g1_i10:c2798-693	O77783.1	58.160	813	0.0
lcl|TRINITY_DN2062_c0_g1_i11:51-452	Q9Y4D2.3	38.525	106	2.11e-26
lcl|TRINITY_DN2062_c0_g1_i2:c268-167	Q9Y169.1	74.074	47.0	2.38e-07
lcl|TRINITY_DN2062_c0_g1_i2:c819-190	P70428.2	71.123	297	6.70e-96
lcl|TRINITY_DN2062_c0_g1_i3:c1450-2	O77783.1	52.203	476	2.39e-161
lcl|TRINITY_DN2062_c0_g1_i4:3314-5020	Q9Y4D2.3	45.730	544	0.0
lcl|TRINITY_DN2062_c0_g1_i4:c3468-3214	Q9Y4D2.3	45.098	62.8	5.89e-12
lcl|TRINITY_DN2062_c0_g1_i4:c2796-691	O77783.1	58.160	813	0.0
lcl|TRINITY_DN2062_c0_g1_i7:3314-6475	Q9Y4D2.3	44.148	623	0.0
lcl|TRINITY_DN2062_c0_g1_i7:c3468-3214	Q9Y4D2.3	45.098	62.8	5.89e-12
lcl|TRINITY_DN2062_c0_g1_i7:c2796-691	O77783.1	58.160	813	0.0
lcl|TRINITY_DN2062_c0_g1_i9:149-1669	Q9Y4D2.3	35.965	79.7	2.64e-14
lcl|TRINITY_DN2062_c1_g3_i1:2066-2461	Q3SZ21.1	47.826	49.7	8.75e-07
lcl|TRINITY_DN2062_c1_g3_i1:c3096-2113	Q3SZ21.1	36.226	167	1.01e-48
lcl|TRINITY_DN2062_c1_g3_i2:2067-2462	Q3SZ21.1	47.826	49.7	8.75e-07
lcl|TRINITY_DN2062_c1_g3_i2:c3097-2114	Q3SZ21.1	36.226	167	1.01e-48
lcl|TRINITY_DN2076_c0_g1_i1:107-1435	Q9GR88.1	88.544	786	0.0
lcl|TRINITY_DN2076_c0_g1_i1:c1543-1220	P62498.1	74.648	110	8.69e-29
lcl|TRINITY_DN2076_c0_g1_i1:c250-35	Q9GR88.1	97.500	81.6	6.25e-19
lcl|TRINITY_DN2076_c0_g1_i1:c219-1	Q9GR88.1	96.552	60.8	1.76e-11
lcl|TRINITY_DN2076_c1_g2_i1:240-1172	P23696.1	93.204	589	0.0
lcl|TRINITY_DN2076_c1_g2_i1:c1364-1086	P63330.1	100.000	62.8	5.75e-12
lcl|TRINITY_DN2076_c1_g2_i1:c1332-1066	P63330.1	97.059	73.2	6.75e-16
lcl|TRINITY_DN2067_c0_g1_i1:715-933	Q9NYT6.2	58.621	79.7	3.82e-18
lcl|TRINITY_DN2067_c0_g1_i1:8-298	Q6ZR52.3	57.895	119	1.29e-31
lcl|TRINITY_DN2067_c0_g1_i1:320-886	Q8TF32.2	54.787	216	2.46e-66
lcl|TRINITY_DN2067_c0_g1_i1:c361-212	Q8N823.2	62.500	70.9	1.75e-15
lcl|TRINITY_DN2067_c0_g2_i1:63-395	P24399.2	55.046	124	4.96e-36
lcl|TRINITY_DN2067_c1_g1_i1:312-431	Q8NB50.3	69.231	67.0	2.96e-14
lcl|TRINITY_DN2067_c1_g1_i1:c294-1	Q96NI8.1	57.143	136	3.38e-38
lcl|TRINITY_DN2067_c1_g1_i14:127-243	A2T812.2	65.789	65.1	1.31e-13
lcl|TRINITY_DN2067_c1_g1_i16:312-431	Q8NB50.3	69.231	67.0	2.96e-14
lcl|TRINITY_DN2067_c1_g1_i16:c294-1	Q5TYW1.2	61.224	145	1.13e-40
lcl|TRINITY_DN2067_c1_g1_i17:144-263	Q8NB50.3	69.231	67.0	2.96e-14
lcl|TRINITY_DN2067_c1_g1_i17:c126-1	Q8TF32.2	71.429	72.0	5.65e-16
lcl|TRINITY_DN2067_c1_g1_i18:c176-57	Q8NB50.3	69.231	62.4	1.32e-12
lcl|TRINITY_DN2067_c1_g1_i18:c190-89	A6NK53.3	70.968	53.1	1.34e-09
lcl|TRINITY_DN2067_c1_g1_i2:263-406	Q3V080.1	61.702	70.1	3.04e-15
lcl|TRINITY_DN2067_c1_g1_i2:c416-336	Q96JF6.3	73.077	45.4	6.50e-07
lcl|TRINITY_DN2067_c1_g1_i2:c385-2	Q80V23.1	57.812	169	1.16e-52
lcl|TRINITY_DN2067_c1_g1_i4:94-177	Q14591.4	66.667	46.6	2.53e-07
lcl|TRINITY_DN2067_c1_g1_i4:36-113	Q6ZNA1.2	76.000	45.8	4.47e-07
lcl|TRINITY_DN2067_c1_g1_i4:120-197	P41696.1	72.000	47.8	9.42e-08
lcl|TRINITY_DN2067_c1_g1_i5:228-347	Q8NB50.3	69.231	67.0	2.96e-14
lcl|TRINITY_DN2067_c1_g1_i5:c210-1	Q96NI8.1	61.429	108	2.37e-28
lcl|TRINITY_DN2067_c1_g1_i6:396-515	Q8NB50.3	69.231	67.0	2.96e-14
lcl|TRINITY_DN2067_c1_g1_i6:c378-91	Q8IYX0.2	66.316	140	1.79e-40
lcl|TRINITY_DN2067_c1_g1_i9:c210-91	P10078.3	74.359	63.9	3.81e-13
lcl|TRINITY_DN2067_c1_g2_i1:47-247	Q15937.2	62.121	90.1	5.34e-22
lcl|TRINITY_DN2067_c3_g1_i1:c430-290	Q8TD23.3	67.500	58.5	3.87e-11
lcl|TRINITY_DN2067_c4_g1_i1:c266-3	P10073.2	50.909	58.5	1.93e-10
lcl|TRINITY_DN2067_c6_g1_i1:136-351	Q9ERU2.2	70.000	109	1.94e-30
lcl|TRINITY_DN2067_c7_g1_i1:c214-131	Q86UD4.2	70.370	46.6	2.77e-07
lcl|TRINITY_DN2067_c8_g1_i1:c187-68	P08155.2	56.757	55.1	3.71e-10
lcl|TRINITY_DN2054_c0_g1_i1:103-1881	Q16881.3	58.644	665	0.0
lcl|TRINITY_DN2054_c0_g1_i2:103-1542	Q99MD6.3	59.013	518	2.35e-178
lcl|TRINITY_DN2007_c2_g1_i1:43-411	B8JLV7.1	44.660	86.7	3.92e-22
lcl|TRINITY_DN2007_c2_g1_i1:252-452	B8JLV7.1	50.980	59.7	2.27e-12
lcl|TRINITY_DN2059_c0_g1_i1:102-911	Q69BJ8.1	67.556	300	1.27e-101
lcl|TRINITY_DN2070_c0_g1_i4:167-670	Q5XGI5.1	56.410	176	6.21e-54
lcl|TRINITY_DN2070_c0_g1_i6:25-960	Q5BLX8.1	62.238	373	6.09e-129
lcl|TRINITY_DN2070_c0_g1_i6:c152-12	Q6DH44.1	74.074	48.1	1.41e-07
lcl|TRINITY_DN2070_c0_g1_i7:25-960	Q5BLX8.1	62.238	373	6.09e-129
lcl|TRINITY_DN2070_c0_g1_i7:c152-12	Q6DH44.1	74.074	48.1	1.41e-07
lcl|TRINITY_DN2079_c0_g1_i1:331-2901	Q2KHT3.2	58.148	903	0.0
lcl|TRINITY_DN2079_c0_g1_i2:331-4053	Q2KHT3.2	54.757	900	0.0
lcl|TRINITY_DN2079_c0_g1_i3:278-2428	Q2KHT3.2	57.988	399	1.44e-124
lcl|TRINITY_DN2079_c0_g1_i7:331-3984	Q2KHT3.2	56.981	905	0.0
lcl|TRINITY_DN2079_c0_g1_i9:103-3909	Q2KHT3.2	56.733	924	0.0
lcl|TRINITY_DN2023_c1_g2_i1:c1583-3	Q0VH32.1	61.062	140	2.05e-34
lcl|TRINITY_DN2023_c1_g2_i2:c1451-3	Q0VH32.1	61.062	140	7.62e-35
lcl|TRINITY_DN2072_c0_g1_i1:347-493	P28227.1	51.111	54.3	1.40e-09
lcl|TRINITY_DN2072_c0_g1_i1:c2188-356	P28227.1	61.091	692	0.0
lcl|TRINITY_DN2072_c0_g1_i1:c465-343	P48163.1	47.500	49.7	3.52e-08
lcl|TRINITY_DN2072_c0_g1_i2:347-493	P28227.1	51.111	54.3	1.40e-09
lcl|TRINITY_DN2072_c0_g1_i2:c2167-356	P28227.1	61.091	692	0.0
lcl|TRINITY_DN2072_c0_g1_i2:c465-343	P48163.1	47.500	49.7	3.52e-08
lcl|TRINITY_DN2019_c0_g1_i1:c3047-126	Q8VIJ5.1	55.112	437	3.62e-137
lcl|TRINITY_DN2019_c0_g1_i1:c3047-126	Q8VIJ5.1	43.702	325	3.26e-95
lcl|TRINITY_DN2019_c0_g1_i2:c782-126	O60502.2	45.128	162	1.01e-44
lcl|TRINITY_DN2019_c0_g1_i5:c770-126	Q8VIJ5.1	42.922	165	7.26e-46
lcl|TRINITY_DN2019_c0_g1_i6:c3541-1220	Q8VIJ5.1	55.112	438	4.62e-140
lcl|TRINITY_DN2019_c0_g1_i6:c3541-1220	Q8VIJ5.1	36.970	122	1.91e-27
lcl|TRINITY_DN2019_c0_g1_i7:c782-126	O60502.2	45.128	162	1.01e-44
lcl|TRINITY_DN2019_c0_g2_i1:c534-310	Q8VIJ5.1	64.706	50.8	5.91e-08
lcl|TRINITY_DN2019_c5_g1_i1:207-3563	Q5RKH1.1	70.892	593	0.0
lcl|TRINITY_DN2019_c5_g1_i1:c3611-3477	Q08DZ2.1	78.571	48.9	7.36e-08
